Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange
HCA,HCA HEALTHCARE INC,Health Care,Equity,"4,42,92,230.46",0.09,"4,42,92,230.46","1,14,397.00",387.18,United States,NYSE
WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,Equity,"4,42,81,005.94",0.09,"4,42,81,005.94","16,41,253.00",26.98,United States,NASDAQ
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,"4,41,28,164.28",0.09,"4,41,28,164.28","1,56,694.00",281.62,United States,NYSE
BKR,BAKER HUGHES CLASS A,Energy,Equity,"4,40,66,100.54",0.09,"4,40,66,100.54","6,97,911.00",63.14,United States,NASDAQ
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"4,38,41,466.80",0.09,"4,38,41,466.80","71,620.00",612.14,United States,NASDAQ
KMI,KINDER MORGAN INC,Energy,Equity,"4,36,99,158.16",0.09,"4,36,99,158.16","13,68,164.00",31.94,United States,NYSE
TGT,TARGET CORP,Consumer Staples,Equity,"4,32,91,044.67",0.09,"4,32,91,044.67","3,20,129.00",135.23,United States,NYSE
NUE,NUCOR CORP,Materials,Equity,"4,32,08,096.05",0.09,"4,32,08,096.05","1,62,223.00",266.35,United States,NYSE
PCAR,PACCAR INC,Industrials,Equity,"4,30,75,738.44",0.09,"4,30,75,738.44","3,63,447.00",118.52,United States,NASDAQ
CTAS,CINTAS CORP,Industrials,Equity,"4,26,43,365.96",0.09,"4,26,43,365.96","2,41,907.00",176.28,United States,NASDAQ
USD,USD CASH,Cash and/or Derivatives,Cash,"4,25,48,589.29",0.09,"4,25,48,589.29","4,25,48,589.00",100,United States,--
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,Equity,"4,25,44,687.08",0.09,"4,25,44,687.08","1,21,324.00",350.67,United States,NYSE
SRE,SEMPRA,Utilities,Equity,"4,24,05,870.65",0.09,"4,24,05,870.65","4,59,485.00",92.29,United States,NYSE
F,FORD MOTOR CO,Consumer Discretionary,Equity,"4,08,64,121.48",0.09,"4,08,64,121.48","27,53,647.00",14.84,United States,NYSE
D,DOMINION ENERGY INC,Utilities,Equity,"4,08,32,585.25",0.09,"4,08,32,585.25","6,01,275.00",67.91,United States,NYSE
TRGP,TARGA RESOURCES CORP,Energy,Equity,"4,06,63,469.40",0.08,"4,06,63,469.40","1,49,169.00",272.6,United States,NYSE
ALL,ALLSTATE CORP,Financials,Equity,"4,06,40,736.36",0.08,"4,06,40,736.36","1,83,372.00",221.63,United States,NYSE
O,REALTY INCOME REIT CORP,Real Estate,Equity,"4,05,94,516.48",0.08,"4,05,94,516.48","6,47,234.00",62.72,United States,NYSE
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,"4,05,90,114.04",0.08,"4,05,90,114.04","1,31,876.00",307.79,United States,NYSE
GWW,WW GRAINGER INC,Industrials,Equity,"4,03,97,209.00",0.08,"4,03,97,209.00","30,700.00","1,315.87",United States,NYSE
OKE,ONEOK INC,Energy,Equity,"3,99,57,256.02",0.08,"3,99,57,256.02","4,41,078.00",90.59,United States,NYSE
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,Equity,"3,97,22,999.28",0.08,"3,97,22,999.28","2,96,706.00",133.88,United States,NYSE
FLEX,FLEX LTD,Information Technology,Equity,"3,91,89,137.57",0.08,"3,91,89,137.57","2,61,767.00",149.71,United States,NASDAQ
AJG,ARTHUR J GALLAGHER,Financials,Equity,"3,90,44,256.53",0.08,"3,90,44,256.53","1,78,537.00",218.69,United States,NYSE
AFL,AFLAC INC,Financials,Equity,"3,89,99,103.60",0.08,"3,89,99,103.60","3,31,062.00",117.8,United States,NYSE
ABNB,AIRBNB INC CLASS A,Consumer Discretionary,Equity,"3,88,69,948.88",0.08,"3,88,69,948.88","2,93,846.00",132.28,United States,NASDAQ
DASH,DOORDASH INC CLASS A,Consumer Discretionary,Equity,"3,87,29,025.42",0.08,"3,87,29,025.42","2,57,199.00",150.58,United States,NASDAQ
CARR,CARRIER GLOBAL CORP,Industrials,Equity,"3,85,47,604.99",0.08,"3,85,47,604.99","5,51,389.00",69.91,United States,NYSE
DAL,DELTA AIR LINES INC,Industrials,Equity,"3,81,41,318.12",0.08,"3,81,41,318.12","4,59,202.00",83.06,United States,NYSE
CAH,CARDINAL HEALTH INC,Health Care,Equity,"3,77,03,503.20",0.08,"3,77,03,503.20","1,68,432.00",223.85,United States,NYSE
FAST,FASTENAL,Industrials,Equity,"3,76,66,654.26",0.08,"3,76,66,654.26","8,08,818.00",46.57,United States,NASDAQ
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,"3,69,84,444.01",0.08,"3,69,84,444.01","8,23,157.00",44.93,United States,NYSE
AME,AMETEK INC,Industrials,Equity,"3,68,52,264.08",0.08,"3,68,52,264.08","1,62,259.00",227.12,United States,NYSE
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,"3,67,35,716.50",0.08,"3,67,35,716.50","79,975.00",459.34,United States,NYSE
AZO,AUTOZONE INC,Consumer Discretionary,Equity,"3,66,00,943.50",0.08,"3,66,00,943.50","11,745.00","3,116.30",United States,NYSE
DVN,DEVON ENERGY CORP,Energy,Equity,"3,64,10,073.87",0.08,"3,64,10,073.87","8,03,577.00",45.31,United States,NYSE
COR,CENCORA INC,Health Care,Equity,"3,62,77,687.65",0.08,"3,62,77,687.65","1,28,795.00",281.67,United States,NYSE
CTVA,CORTEVA INC,Materials,Equity,"3,62,54,365.56",0.08,"3,62,54,365.56","4,76,154.00",76.14,United States,NYSE
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,"3,61,89,118.20",0.08,"3,61,89,118.20","1,11,030.00",325.94,United States,NYSE
LNG,CHENIERE ENERGY INC,Energy,Equity,"3,61,18,650.88",0.08,"3,61,18,650.88","1,49,696.00",241.28,United States,NYSE
EA,ELECTRONIC ARTS INC,Communication,Equity,"3,60,72,497.47",0.08,"3,60,72,497.47","1,77,461.00",203.27,United States,NASDAQ
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,"3,54,65,947.40",0.07,"3,54,65,947.40","3,72,385.00",95.24,United States,NASDAQ
RKLB,ROCKET LAB CORP,Industrials,Equity,"3,54,23,049.18",0.07,"3,54,23,049.18","3,45,962.00",102.39,United States,NASDAQ
VST,VISTRA CORP,Utilities,Equity,"3,52,25,947.62",0.07,"3,52,25,947.62","2,37,981.00",148.02,United States,NYSE
ETR,ENTERGY CORP,Utilities,Equity,"3,50,31,538.57",0.07,"3,50,31,538.57","3,15,287.00",111.11,United States,NYSE
MET,METLIFE INC,Financials,Equity,"3,49,36,951.88",0.07,"3,49,36,951.88","3,93,257.00",88.84,United States,NYSE
FITB,FIFTH THIRD BANCORP,Financials,Equity,"3,49,39,960.38",0.07,"3,49,39,960.38","6,38,406.00",54.73,United States,NYSE
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"3,45,23,594.85",0.07,"3,45,23,594.85","4,05,635.00",85.11,United States,NYSE
EBAY,EBAY INC,Consumer Discretionary,Equity,"3,44,58,260.26",0.07,"3,44,58,260.26","3,17,266.00",108.61,United States,NASDAQ
ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,"3,35,09,970.75",0.07,"3,35,09,970.75","2,86,925.00",116.79,United States,NASDAQ
ALAB,ASTERA LABS INC,Information Technology,Equity,"3,33,78,340.80",0.07,"3,33,78,340.80","90,912.00",367.15,United States,NASDAQ
XEL,XCEL ENERGY INC,Utilities,Equity,"3,31,12,217.16",0.07,"3,31,12,217.16","4,17,978.00",79.22,United States,NASDAQ
EXC,EXELON CORP,Utilities,Equity,"3,29,35,160.88",0.07,"3,29,35,160.88","7,12,728.00",46.21,United States,NASDAQ
STT,STATE STREET CORP,Financials,Equity,"3,27,99,826.84",0.07,"3,27,99,826.84","1,95,668.00",167.63,United States,NYSE
HUM,HUMANA INC,Health Care,Equity,"3,23,56,946.50",0.07,"3,23,56,946.50","85,325.00",379.22,United States,NYSE
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"3,20,49,732.00",0.07,"3,20,49,732.00","1,30,416.00",245.75,United States,NASDAQ
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,"3,17,43,909.60",0.07,"3,17,43,909.60","1,19,698.00",265.2,United States,NYSE
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,"3,13,54,313.76",0.07,"3,13,54,313.76","55,902.00",560.88,United States,NASDAQ
FERG,FERGUSON ENTERPRISES INC,Industrials,Equity,"3,08,56,258.88",0.06,"3,08,56,258.88","1,34,111.00",230.08,United States,NYSE
AU,ANGLOGOLD ASHANTI PLC,Materials,Equity,"3,06,84,310.20",0.06,"3,06,84,310.20","3,55,554.00",86.3,South Africa,NYSE
CVNA,CARVANA CLASS A,Consumer Discretionary,Equity,"3,04,37,372.20",0.06,"3,04,37,372.20","4,74,842.00",64.1,United States,NYSE
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"3,03,33,179.63",0.06,"3,03,33,179.63","1,96,573.00",154.31,United States,NYSE
AMP,AMERIPRISE FINANCE INC,Financials,Equity,"3,02,89,724.36",0.06,"3,02,89,724.36","65,972.00",459.13,United States,NYSE
MSCI,MSCI INC,Financials,Equity,"3,00,79,418.72",0.06,"3,00,79,418.72","50,206.00",599.12,United States,NYSE
RSG,REPUBLIC SERVICES INC,Industrials,Equity,"2,99,82,075.03",0.06,"2,99,82,075.03","1,42,833.00",209.91,United States,NYSE
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Equity,"2,98,01,952.95",0.06,"2,98,01,952.95","9,24,665.00",32.23,United States,NYSE
ADSK,AUTODESK INC,Information Technology,Equity,"2,97,52,197.34",0.06,"2,97,52,197.34","1,49,938.00",198.43,United States,NASDAQ
BDX,BECTON DICKINSON,Health Care,Equity,"2,95,18,251.52",0.06,"2,95,18,251.52","2,01,848.00",146.24,United States,NYSE
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,"2,90,37,132.39",0.06,"2,90,37,132.39","9,15,709.00",31.71,United States,NASDAQ
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,"2,87,35,680.26",0.06,"2,87,35,680.26","3,79,399.00",75.74,United States,NYSE
NU,NU HOLDINGS CLASS A,Financials,Equity,"2,85,85,537.81",0.06,"2,85,85,537.81","23,44,999.00",12.19,Brazil,NYSE
DHI,D R HORTON INC,Consumer Discretionary,Equity,"2,84,64,121.16",0.06,"2,84,64,121.16","1,84,724.00",154.09,United States,NYSE
JBL,JABIL INC,Information Technology,Equity,"2,84,03,564.20",0.06,"2,84,03,564.20","73,810.00",384.82,United States,NYSE
NDAQ,NASDAQ INC,Financials,Equity,"2,82,94,750.20",0.06,"2,82,94,750.20","3,17,990.00",88.98,United States,NASDAQ
CCI,CROWN CASTLE INC,Real Estate,Equity,"2,82,43,169.28",0.06,"2,82,43,169.28","3,06,458.00",92.16,United States,NYSE
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,"2,82,04,017.82",0.06,"2,82,04,017.82","4,98,833.00",56.54,United States,NYSE
CBRE,CBRE GROUP INC CLASS A,Real Estate,Equity,"2,79,97,022.37",0.06,"2,79,97,022.37","2,09,857.00",133.41,United States,NYSE
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,"2,79,66,570.60",0.06,"2,79,66,570.60","3,50,898.00",79.7,United States,NYSE
VTR,VENTAS REIT INC,Real Estate,Equity,"2,78,23,501.80",0.06,"2,78,23,501.80","3,28,883.00",84.6,United States,NYSE
PYPL,PAYPAL HOLDINGS INC,Financials,Equity,"2,75,40,577.97",0.06,"2,75,40,577.97","6,63,149.00",41.53,United States,NASDAQ
ED,CONSOLIDATED EDISON INC,Utilities,Equity,"2,73,94,942.06",0.06,"2,73,94,942.06","2,54,269.00",107.74,United States,NYSE
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"2,73,80,547.60",0.06,"2,73,80,547.60","1,14,996.00",238.1,United States,NYSE
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Financials,Equity,"2,72,99,847.06",0.06,"2,72,99,847.06","3,00,626.00",90.81,United States,NASDAQ
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Equity,"2,72,76,788.00",0.06,"2,72,76,788.00","1,28,816.00",211.75,United States,NASDAQ
MSTR,STRATEGY INC CLASS A,Information Technology,Equity,"2,71,93,935.23",0.06,"2,71,93,935.23","2,19,359.00",123.97,United States,NASDAQ
STLD,STEEL DYNAMICS INC,Materials,Equity,"2,71,60,229.04",0.06,"2,71,60,229.04","96,054.00",282.76,United States,NASDAQ
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Equity,"2,69,56,547.76",0.06,"2,69,56,547.76","3,35,949.00",80.24,United States,NYSE
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,"2,67,96,896.00",0.06,"2,67,96,896.00","2,46,976.00",108.5,United States,NYSE
SYY,SYSCO CORP,Consumer Staples,Equity,"2,66,58,284.03",0.06,"2,66,58,284.03","3,36,637.00",79.19,United States,NYSE
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,Equity,"2,66,16,847.68",0.06,"2,66,16,847.68","2,30,409.00",115.52,United States,NASDAQ
VMC,VULCAN MATERIALS,Materials,Equity,"2,65,97,593.62",0.06,"2,65,97,593.62","92,846.00",286.47,United States,NYSE
FANG,DIAMONDBACK ENERGY INC,Energy,Equity,"2,65,84,643.84",0.06,"2,65,84,643.84","1,38,368.00",192.13,United States,NASDAQ
KR,KROGER,Consumer Staples,Equity,"2,64,32,028.99",0.06,"2,64,32,028.99","4,08,469.00",64.71,United States,NYSE
IRM,IRON MOUNTAIN INC,Real Estate,Equity,"2,63,79,269.56",0.06,"2,63,79,269.56","2,07,319.00",127.24,United States,NYSE
XYZ,BLOCK INC CLASS A,Financials,Equity,"2,63,66,919.92",0.06,"2,63,66,919.92","3,79,271.00",69.52,United States,NYSE
CCL,CARNIVAL CORP LTD,Consumer Discretionary,Equity,"2,62,51,553.56",0.05,"2,62,51,553.56","8,99,642.00",29.18,United States,NYSE
PCG,PG&E CORP,Utilities,Equity,"2,62,37,294.85",0.05,"2,62,37,294.85","15,47,923.00",16.95,United States,NYSE
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,"2,61,65,876.16",0.05,"2,61,65,876.16","2,01,524.00",129.84,United States,NYSE
WEC,WEC ENERGY GROUP INC,Utilities,Equity,"2,59,40,665.12",0.05,"2,59,40,665.12","2,28,673.00",113.44,United States,NYSE
EME,EMCOR GROUP INC,Industrials,Equity,"2,57,33,481.30",0.05,"2,57,33,481.30","31,266.00",823.05,United States,NYSE
HIG,HARTFORD INSURANCE GROUP INC,Financials,Equity,"2,55,18,678.26",0.05,"2,55,18,678.26","1,96,873.00",129.62,United States,NYSE
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,Equity,"2,54,08,415.50",0.05,"2,54,08,415.50","89,830.00",282.85,United States,NASDAQ
ROP,ROPER TECHNOLOGIES INC,Information Technology,Equity,"2,52,98,609.25",0.05,"2,52,98,609.25","75,525.00",334.97,United States,NASDAQ
MTB,M&T BANK CORP,Financials,Equity,"2,50,19,852.00",0.05,"2,50,19,852.00","1,07,900.00",231.88,United States,NYSE
COIN,COINBASE GLOBAL INC CLASS A,Financials,Equity,"2,50,12,120.98",0.05,"2,50,12,120.98","1,56,541.00",159.78,United States,NASDAQ
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,"2,47,16,550.24",0.05,"2,47,16,550.24","14,10,762.00",17.52,United States,NASDAQ
WAT,WATERS CORP,Health Care,Equity,"2,46,99,024.63",0.05,"2,46,99,024.63","69,471.00",355.53,United States,NYSE
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"2,46,79,669.91",0.05,"2,46,79,669.91","3,10,163.00",79.57,United States,NYSE
MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,"2,44,41,842.88",0.05,"2,44,41,842.88","42,336.00",577.33,United States,NYSE
KVUE,KENVUE INC,Consumer Staples,Equity,"2,43,80,450.24",0.05,"2,43,80,450.24","13,44,016.00",18.14,United States,NYSE
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,"2,40,67,200.36",0.05,"2,40,67,200.36","2,35,284.00",102.29,United States,NASDAQ
AXON,AXON ENTERPRISE INC,Industrials,Equity,"2,34,80,158.15",0.05,"2,34,80,158.15","53,155.00",441.73,United States,NASDAQ
HAL,HALLIBURTON,Energy,Equity,"2,33,40,438.00",0.05,"2,33,40,438.00","5,89,405.00",39.6,United States,NYSE
NTRS,NORTHERN TRUST CORP,Financials,Equity,"2,32,38,998.98",0.05,"2,32,38,998.98","1,33,297.00",174.34,United States,NASDAQ
CASY,CASEYS GENERAL STORES INC,Consumer Staples,Equity,"2,32,32,463.56",0.05,"2,32,32,463.56","25,954.00",895.14,United States,NASDAQ
PAYX,PAYCHEX INC,Industrials,Equity,"2,29,61,854.03",0.05,"2,29,61,854.03","2,28,181.00",100.63,United States,NASDAQ
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,"2,29,63,946.44",0.05,"2,29,63,946.44","2,50,534.00",91.66,United States,NASDAQ
NTAP,NETAPP INC,Information Technology,Equity,"2,26,39,783.29",0.05,"2,26,39,783.29","1,40,089.00",161.61,United States,NASDAQ
CNC,CENTENE CORP,Health Care,Equity,"2,25,37,682.37",0.05,"2,25,37,682.37","3,45,723.00",65.19,United States,NYSE
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,"2,24,31,117.00",0.05,"2,24,31,117.00","1,48,945.00",150.6,United States,NYSE
